,android_total_ratings,ios_file_size,ios_current_ratings,ios_all_ratings,android_avg_rating,android_rating_1,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_file_size
2016-07-21 04:20:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 04:30:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 04:40:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 04:50:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 05:00:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 05:10:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 05:20:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 05:30:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 05:40:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 05:50:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 06:00:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 06:10:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 06:20:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 06:30:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 06:40:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 06:50:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 07:00:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 07:10:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 07:20:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 07:30:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 07:40:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 07:50:00,1292537.0,110.0,5668.0,107460.0,3.9,201095.0,167748.0,732956.0,71943.0,118795.0,58.0
2016-07-21 08:00:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 08:10:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 08:20:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 08:30:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 08:40:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 08:50:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 09:00:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 09:10:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 09:20:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 09:30:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 09:40:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 09:50:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 10:00:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 10:10:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 10:20:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 10:30:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 10:40:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 10:50:00,1305525.0,110.0,5668.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 11:00:00,1305525.0,110.0,5668.0,107972.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 11:10:00,1305525.0,110.0,6203.0,107460.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 11:20:00,1305525.0,110.0,6203.0,107972.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 11:30:00,1305525.0,110.0,6203.0,107972.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 11:40:00,1305525.0,110.0,6203.0,107972.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 11:50:00,1305525.0,110.0,6203.0,107972.0,3.9,202746.0,169779.0,740436.0,72566.0,119998.0,58.0
2016-07-21 12:00:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 12:10:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 12:20:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 12:30:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 12:40:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 12:50:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 13:00:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 13:10:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 13:20:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 13:30:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 13:40:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 13:50:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 14:00:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 14:10:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 14:20:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 14:30:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 14:40:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 14:50:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 15:00:00,1319394.0,110.0,6203.0,107972.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 15:10:00,1319394.0,110.0,6203.0,108570.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 15:20:00,1319394.0,110.0,6842.0,108570.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 15:30:00,1319394.0,110.0,6842.0,108570.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 15:40:00,1319394.0,110.0,6842.0,108570.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 15:50:00,1319394.0,110.0,6842.0,108570.0,3.9,204585.0,171872.0,748562.0,73093.0,121282.0,58.0
2016-07-21 16:00:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 16:10:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 16:20:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 16:30:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 16:40:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 16:50:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 17:00:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 17:10:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 17:20:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 17:30:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 17:40:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 17:50:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 18:00:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 18:10:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 18:20:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 18:30:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 18:40:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 18:50:00,1334278.0,110.0,6842.0,108570.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 19:00:00,1334278.0,110.0,6842.0,108886.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 19:10:00,1334278.0,110.0,6842.0,108886.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 19:20:00,1334278.0,110.0,7231.0,108886.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 19:30:00,1334278.0,110.0,7231.0,108886.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 19:40:00,1334278.0,110.0,7231.0,108886.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 19:50:00,1334278.0,110.0,7231.0,108886.0,3.9,206305.0,174065.0,757714.0,73640.0,122554.0,58.0
2016-07-21 20:00:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 20:10:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 20:20:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 20:30:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 20:40:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 20:50:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 21:00:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 21:10:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 21:20:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 21:30:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 21:40:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 21:50:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 22:00:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 22:10:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 22:20:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 22:30:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 22:40:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 22:50:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 23:00:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 23:10:00,1344609.0,110.0,7231.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 23:20:00,1344609.0,110.0,7759.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 23:30:00,1344609.0,110.0,7759.0,108886.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 23:40:00,1344609.0,110.0,7759.0,109369.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-21 23:50:00,1344609.0,110.0,7759.0,109369.0,3.9,207257.0,175799.0,764122.0,73972.0,123459.0,58.0
2016-07-22 00:00:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 00:10:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 00:20:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 00:30:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 00:40:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 00:50:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 01:00:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 01:10:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 01:20:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 01:30:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 01:40:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 01:50:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 02:00:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 02:10:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 02:20:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 02:30:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 02:40:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 02:50:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 03:00:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 03:10:00,1357265.0,110.0,7759.0,109369.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 03:20:00,1357265.0,110.0,8196.0,109777.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 03:30:00,1357265.0,110.0,8196.0,109777.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 03:40:00,1357265.0,110.0,8196.0,109777.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 03:50:00,1357265.0,110.0,8196.0,109777.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 04:00:00,1357265.0,110.0,8196.0,109777.0,3.9,208991.0,177363.0,771895.0,74479.0,124537.0,58.0
2016-07-22 04:10:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 04:20:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 04:30:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 04:40:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 04:50:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 05:00:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 05:10:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 05:20:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 05:30:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 05:40:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 05:50:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 06:00:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 06:10:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 06:20:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 06:30:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 06:40:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 06:50:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 07:00:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 07:10:00,1370721.0,110.0,8196.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 07:20:00,1370721.0,110.0,8196.0,109991.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 07:30:00,1370721.0,110.0,8435.0,109777.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 07:40:00,1370721.0,110.0,8435.0,109991.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 07:50:00,1370721.0,110.0,8435.0,109991.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 08:00:00,1370721.0,110.0,8435.0,109991.0,3.9,211006.0,179345.0,779256.0,75228.0,125886.0,58.0
2016-07-22 08:10:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 08:20:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 08:30:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 08:40:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 08:50:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 09:00:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 09:10:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 09:20:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 09:30:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 09:40:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 09:50:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 10:00:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 10:10:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 10:20:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 10:30:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
2016-07-22 10:40:00,1389049.0,110.0,8435.0,109991.0,3.9,214408.0,181820.0,788267.0,76578.0,127976.0,58.0
